configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta63_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta63_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,9.94682663679123,24,4058,MinDis_dcmp,0.186,8.237,minimize,1.02319,145379,8.227,24,0,9126,0,0.0,0.94,1050,3050,4000,8645,8645,178091,4518615,1014,5078,0,4056,2050,511272978,263363,2000,0.0,267423
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta43_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta43_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,651.7746814657003,5,2430,MinDis_dcmp,0.11,650.491,minimize,0.690405,2115215,650.423,5,0,5478,0,0.0,0.63,630,1830,2400,178499,178499,2296138,367549523,604,3044,0,2428,1230,-1653393478,329916,1200,0.0,332348
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_4a_alloc1_MinDis.dzn,SATISFIED,1200.7052714042366,26,3063,MinDis_dcmp,0.135,1199.22,minimize,0.777998,4676137,38.794,26,81,6876,81,0.0,0.94,800,2300,3000,1546322,1546322,6242681,229419141,763,3830,0,3061,1550,517278616,288621,1500,0.0,291686
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_10a_alloc1_MinDis.dzn,SATISFIED,1201.58210125193,12,8184,MinDis_dcmp,0.386,1198.099,minimize,1.92412,1038088,677.284,12,997,18302,997,0.0,7.12,2100,6100,8000,40839,40839,1104457,315059960,2020,10238,0,8182,4100,346261597,1262225,4000,0.0,1270411
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_2a_alloc1_MinDis.dzn,UNKNOWN,1200.5506209619343,0,2436,MinDis_dcmp,0.111,1199.346,minimize,0.65273,2230481,0.0,0,-1,5484,,0.0,0.94,630,1830,2400,623893,623893,2854763,474680609,604,3056,0,2434,1230,-1158603882,236257,1200,0.0,238695
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,UNKNOWN,1200.638407099992,0,3064,MinDis_dcmp,0.137,1199.222,minimize,0.776972,46833,0.0,0,-1,6877,,0.0,3.16,800,2300,3000,80832,80832,128417,27418731,754,3832,0,3062,1550,-1132793738,457014,1500,0.0,460080
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn,SATISFIED,1201.3753958251327,27,8120,MinDis_dcmp,0.376,1198.105,minimize,1.89924,1608866,781.542,27,1251,18238,1251,0.0,3.16,2100,6100,8000,69305,69305,1733917,358962976,2020,10140,0,8118,4100,-1963540104,1107851,4000,0.0,1115973
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,SATISFIED,1201.3026541415602,42,8112,MinDis_dcmp,0.38,1198.112,minimize,1.90389,1745565,1134.282,42,776,18230,776,0.0,2.11,2100,6100,8000,79907,79907,1911348,339544357,2017,10129,0,8110,4100,1387060162,1135196,4000,0.0,1143310
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_6a_alloc1_MinDis.dzn,SATISFIED,1201.2899161670357,30,8118,MinDis_dcmp,0.381,1198.089,minimize,1.91553,1798800,692.148,30,400,18236,400,0.0,3.16,2100,6100,8000,80303,80303,1940997,338668726,2020,10136,0,8116,4100,-1237523046,1069638,4000,0.0,1077758
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_7a_alloc1_MinDis.dzn,SATISFIED,1201.4391718003899,17,8136,MinDis_dcmp,0.39,1198.04,minimize,1.96005,1464437,118.266,17,1299,18254,1299,0.0,3.16,2100,6100,8000,64779,64779,1564811,377938487,2017,10166,0,8134,4100,1709586427,980807,4000,0.0,988945
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,329.66233699582517,20,4054,MinDis_dcmp,0.188,327.849,minimize,1.02786,625407,327.831,20,0,9122,0,0.0,1.41,1050,3050,4000,257407,257407,902935,93630949,1013,5070,0,4052,2050,706598733,354807,2000,0.0,358863
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5812038239092,0,1839,MinDis_dcmp,0.081,1199.485,minimize,0.51439,2254101,0.0,0,-1,4132,,0.0,0.94,480,1380,1800,950255,950255,3204676,401471117,454,2305,0,1837,930,267028041,206876,900,0.0,208717
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn,SATISFIED,1201.4842731952667,14,8165,MinDis_dcmp,0.377,1198.105,minimize,1.8977,1296581,191.901,14,1109,18283,1109,0.0,4.75,2100,6100,8000,55576,55576,1381678,317914561,2018,10209,0,8163,4100,-915431721,1182978,4000,0.0,1191145
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta35_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,133.48147922754288,2,1834,MinDis_dcmp,0.081,132.499,minimize,0.517812,372554,132.396999,2,0,4127,0,0.0,0.94,480,1380,1800,131181,131181,504650,54964549,460,2297,0,1832,930,1011730292,182863,900,0.0,184699
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.7233336381614,11,4070,MinDis_dcmp,0.188,1198.986,minimize,1.01265,1358954,21.883,11,1093,9138,1093,0.0,0.94,1050,3050,4000,859199,859199,2230172,285989253,1013,5095,0,4068,2050,-855955480,310460,2000,0.0,314532
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_4a_alloc1_MinDis.dzn,SATISFIED,1200.6263077240437,9,3066,MinDis_dcmp,0.139,1199.217,minimize,0.780571,2722801,52.17,9,973,6879,973,0.0,0.94,800,2300,3000,663967,663967,3394184,229874155,762,3836,0,3064,1550,-680787843,290669,1500,0.0,293737
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,SATISFIED,1201.3325615227222,29,8117,MinDis_dcmp,0.382,1198.069,minimize,1.93315,1386995,658.955,29,670,18235,670,0.0,3.16,2100,6100,8000,62074,62074,1508816,402178699,2018,10134,0,8115,4100,701743482,1150406,4000,0.0,1158525
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn,SATISFIED,1200.8062066305429,15,4053,MinDis_dcmp,0.186,1198.975,minimize,1.02364,1784628,627.064,15,171,9121,171,0.0,0.94,1050,3050,4000,602690,602690,2403277,333676822,1013,5068,0,4051,2050,603522130,469522,2000,0.0,473577
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,572.9122490752488,12,2436,MinDis_dcmp,0.111,571.657,minimize,0.660465,1287006,571.546,12,0,5484,0,0.0,0.94,630,1830,2400,246030,246030,1539760,268581618,604,3056,0,2434,1230,748659595,307907,1200,0.0,310345
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1201.3700163215399,39,8135,MinDis_dcmp,0.373,1198.105,minimize,1.91042,1383096,1158.635,39,689,18253,689,0.0,2.11,2100,6100,8000,61471,61471,1524324,399744589,2016,10164,0,8133,4100,1699622756,1247062,4000,0.0,1255199
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn,SATISFIED,1201.3402555473149,28,8123,MinDis_dcmp,0.387,1198.118,minimize,1.89803,1387815,868.315,28,1482,18241,1482,0.0,2.11,2100,6100,8000,59323,59323,1504875,396887785,2017,10146,0,8121,4100,1133141776,1121626,4000,0.0,1129751
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,20.4040913823992,5,2435,MinDis_dcmp,0.108,19.248,minimize,0.702714,124630,19.235,5,0,5483,0,0.0,0.63,630,1830,2400,11380,11380,138686,12791898,604,3054,0,2433,1230,990959769,214942,1200,0.0,217379
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_4a_alloc1_MinDis.dzn,SATISFIED,1200.754201894626,56,3067,MinDis_dcmp,0.141,1199.226,minimize,0.771545,1597483,307.046,56,92,6880,92,0.0,0.94,800,2300,3000,616813,616813,2257319,302232847,765,3838,0,3065,1550,587232686,383375,1500,0.0,386444
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,SATISFIED,1201.5463684853166,96,8109,MinDis_dcmp,0.378,1198.09,minimize,1.90837,2052221,916.463,96,42,18227,42,0.0,4.75,2100,6100,8000,78873,78873,2325262,354315729,2018,10123,0,8107,4100,-722883867,1777792,4000,0.0,1785903
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn,SATISFIED,1201.4572747331113,50,8136,MinDis_dcmp,0.382,1198.124,minimize,1.89834,1379206,975.594,50,1019,18254,1019,0.0,2.11,2100,6100,8000,54166,54166,1535425,321777235,2019,10166,0,8134,4100,1166821766,1380294,4000,0.0,1388432
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_3a_alloc1_MinDis.dzn,SATISFIED,1200.5793211590499,1,3056,MinDis_dcmp,0.136,1199.231,minimize,0.766843,2974802,0.15,1,835,6869,835,0.0,0.94,800,2300,3000,1115305,1115305,4091501,306302676,755,3819,0,3054,1550,-607089174,177279,1500,0.0,180337
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta57_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_3a_alloc1_MinDis.dzn,SATISFIED,1200.513077609241,1,3057,MinDis_dcmp,0.138,1199.228,minimize,0.76954,6556839,0.148,1,1420,6870,1420,0.0,0.94,800,2300,3000,1352361,1352361,7910648,224940371,765,3821,0,3055,1550,-1656114302,166814,1500,0.0,169873
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_5a_alloc1_MinDis.dzn,SATISFIED,1201.3882575575262,49,8106,MinDis_dcmp,0.375,1198.098,minimize,1.90992,1887100,1063.734999,49,124,18224,124,0.0,2.11,2100,6100,8000,85539,85539,2072180,397131800,2018,10117,0,8104,4100,-230492787,1367756,4000,0.0,1375864
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta41_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta41_3a_alloc1_MinDis.dzn,UNKNOWN,1200.6091112140566,0,2441,MinDis_dcmp,0.113,1199.387,minimize,0.61175,316775,0.0,0,-1,5489,,0.0,1.41,630,1830,2400,142917,142917,460294,8947920,604,3064,0,2439,1230,1815700361,485151,1200,0.0,487594
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_5a_alloc1_MinDis.dzn,SATISFIED,1201.4058165755123,77,8107,MinDis_dcmp,0.381,1198.1,minimize,1.90918,1729039,1068.605,77,133,18225,133,0.0,2.11,2100,6100,8000,74272,74272,1959827,305887421,2020,10119,0,8105,4100,1785898471,1393449,4000,0.0,1401558
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1201.546549320221,8,8182,MinDis_dcmp,0.386,1198.082,minimize,1.92295,1108037,623.47,8,968,18300,968,0.0,10.68,2100,6100,8000,45703,45703,1171143,300440751,2019,10234,0,8180,4100,-1737715185,1155419,4000,0.0,1163603
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_9a_alloc1_MinDis.dzn,SATISFIED,1201.4838076476008,46,8162,MinDis_dcmp,0.382,1198.098,minimize,1.90831,1081336,999.02,46,1160,18280,1160,0.0,3.16,2100,6100,8000,47027,47027,1222449,309716518,2018,10203,0,8160,4100,1636596725,1501990,4000,0.0,1510154
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.8834898527712,30,4073,MinDis_dcmp,0.185,1198.951,minimize,1.04987,2459461,617.515,30,254,9141,254,0.0,1.41,1050,3050,4000,510759,510759,3001344,288519882,1015,5101,0,4071,2050,-1465746439,619505,2000,0.0,623580
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_6a_alloc1_MinDis.dzn,SATISFIED,1201.6451417021453,113,8118,MinDis_dcmp,0.379,1198.064,minimize,1.95739,1203380,467.618,113,305,18236,305,0.0,3.16,2100,6100,8000,46059,46059,1477543,211460393,2019,10136,0,8116,4100,-226757653,1980147,4000,0.0,1988267
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_10a_alloc1_MinDis.dzn,UNKNOWN,1201.4994441140443,0,8183,MinDis_dcmp,0.382,1198.118,minimize,1.8929,879117,0.0,0,-1,18301,,0.0,7.12,2100,6100,8000,36747,36747,917135,186761674,2004,10236,0,8181,4100,1368752282,978912,4000,0.0,987097
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1201.507831601426,9,8181,MinDis_dcmp,0.39,1198.13,minimize,1.90597,990876,21.272,9,779,18299,779,0.0,7.12,2100,6100,8000,42523,42523,1052848,334295554,2018,10232,0,8179,4100,-1018641110,1040561,4000,0.0,1048744
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_3a_alloc1_MinDis.dzn,SATISFIED,1200.7600851040334,15,4046,MinDis_dcmp,0.183,1198.985,minimize,1.013509,3017200,683.876,15,229,9114,229,0.0,0.94,1050,3050,4000,880460,880460,3913472,284551239,1015,5054,0,4044,2050,1320420776,348484,2000,0.0,352532
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta62_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_4a_alloc1_MinDis.dzn,SATISFIED,1200.9052823316306,8,4064,MinDis_dcmp,0.189,1198.945,minimize,1.0529,1903929,929.119,8,1246,9132,1246,0.0,2.11,1050,3050,4000,607078,607078,2519934,330787973,1012,5087,0,4062,2050,68768124,500325,2000,0.0,504391
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_3a_alloc1_MinDis.dzn,SATISFIED,1200.6899701878428,13,3057,MinDis_dcmp,0.139,1199.224,minimize,0.776178,5803043,1.371,13,1,6870,1,0.0,0.63,800,2300,3000,1270878,1270878,7084445,208793640,765,3821,0,3055,1550,1489686258,233462,1500,0.0,236521
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5212811175734,0,1842,MinDis_dcmp,0.083,1199.466,minimize,0.533583,1949289,0.0,0,-1,4135,,0.0,0.63,480,1380,1800,911397,911397,2860985,376688511,454,2311,0,1840,930,274274698,211233,900,0.0,213077
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn,SATISFIED,1201.477824293077,12,8145,MinDis_dcmp,0.383,1198.1,minimize,1.9055,1236112,573.868,12,1570,18263,1570,0.0,3.16,2100,6100,8000,52667,52667,1314272,327380178,2017,10177,0,8143,4100,2004300340,1089993,4000,0.0,1098140
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_5a_alloc1_MinDis.dzn,SATISFIED,1200.5893660448492,1,3073,MinDis_dcmp,0.138,1199.222,minimize,0.775214,7811207,1.449,1,2550,6886,2550,0.0,0.94,800,2300,3000,1507508,1507508,9320164,237384204,760,3846,0,3071,1550,-1701381361,222595,1500,0.0,225670
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,553.8261560294777,2,1836,MinDis_dcmp,0.081,552.752,minimize,0.513748,1014507,552.656,2,0,4129,0,0.0,0.63,480,1380,1800,427467,427467,1442846,222120959,454,2301,0,1834,930,-1745091931,181265,900,0.0,183103
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5809816643596,0,3056,MinDis_dcmp,0.137,1199.213,minimize,0.784207,4288312,0.0,0,-1,6869,,0.0,0.94,800,2300,3000,955849,955849,5244800,232904787,754,3819,0,3054,1550,-1867617754,184889,1500,0.0,187947
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_5a_alloc1_MinDis.dzn,SATISFIED,1200.7243217919022,36,3072,MinDis_dcmp,0.14,1199.182,minimize,0.816388,2257178,1168.168,36,101,6885,101,0.0,0.94,800,2300,3000,193231,193231,2478111,272623548,762,3844,0,3070,1550,-1847373824,484854,1500,0.0,487928
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_9a_alloc1_MinDis.dzn,SATISFIED,1201.4549583438784,16,8168,MinDis_dcmp,0.391,1198.08,minimize,1.92983,1187689,440.306,16,522,18286,522,0.0,3.16,2100,6100,8000,52569,52569,1273804,297143516,2017,10215,0,8166,4100,-576100843,1077955,4000,0.0,1086125
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_4a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,324.08922050334513,52,4061,MinDis_dcmp,0.185,322.298,minimize,1.01833,1007530,322.208,52,0,9129,0,0.0,0.94,1050,3050,4000,111032,111032,1169838,129476800,1013,5081,0,4059,2050,1336010235,553460,2000,0.0,557523
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.498187860474,2,1838,MinDis_dcmp,0.082,1199.482,minimize,0.515547,2282876,898.204,2,793,4131,793,0.0,0.63,480,1380,1800,932307,932307,3216381,408897471,458,2303,0,1836,930,1392252461,189818,900,0.0,191658
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.6896612346172,18,3059,MinDis_dcmp,0.139,1199.227,minimize,0.771517,2317410,22.028,18,1,6872,1,0.0,0.94,800,2300,3000,870234,870234,3201555,275649607,761,3825,0,3057,1550,339181923,330450,1500,0.0,333511
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_10a_alloc1_MinDis.dzn,SATISFIED,1201.4580272678286,16,8187,MinDis_dcmp,0.39,1197.997,minimize,2.00081,1062470,1111.975,16,1157,18305,1157,0.0,4.75,2100,6100,8000,43338,43338,1139409,251358171,2017,10244,0,8185,4100,-790173812,1252827,4000,0.0,1261016
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_6a_alloc1_MinDis.dzn,SATISFIED,1201.4060758426785,53,8123,MinDis_dcmp,0.38,1198.137,minimize,1.88268,1530627,1145.43,53,126,18241,126,0.0,2.11,2100,6100,8000,63691,63691,1702452,308073249,2019,10146,0,8121,4100,-222776709,1361378,4000,0.0,1369503
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.676319276914,27,3076,MinDis_dcmp,0.138,1199.209,minimize,0.78966,4932142,1070.915,27,1236,6889,1236,0.0,0.94,800,2300,3000,1059752,1059752,6012993,264407818,765,3852,0,3074,1550,-874006181,310665,1500,0.0,313743
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta32_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta32_2a_alloc1_MinDis.dzn,SATISFIED,1200.5192323178053,7,1836,MinDis_dcmp,0.082,1199.477,minimize,0.521489,2120815,346.413,7,12,4129,12,0.0,0.63,480,1380,1800,775110,775110,2899253,407029373,458,2301,0,1834,930,1420598292,232648,900,0.0,234486
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_8a_alloc1_MinDis.dzn,SATISFIED,1201.3690126016736,39,8147,MinDis_dcmp,0.38,1198.101,minimize,1.90144,1410503,1190.19,39,467,18265,467,0.0,3.16,2100,6100,8000,60059,60059,1550579,353457674,2020,10181,0,8145,4100,-1596411089,1297346,4000,0.0,1305495
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_5a_alloc1_MinDis.dzn,SATISFIED,1200.579381590709,1,3072,MinDis_dcmp,0.138,1199.209,minimize,0.79084,3479156,0.179,1,1418,6885,1418,0.0,0.94,800,2300,3000,1155399,1155399,4635952,306446488,763,3844,0,3070,1550,19408258,181839,1500,0.0,184913
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.579203568399,2,3064,MinDis_dcmp,0.139,1199.215,minimize,0.782317,2777671,5.037,2,1538,6877,1538,0.0,0.94,800,2300,3000,1303354,1303354,4083237,295604734,765,3832,0,3062,1550,-2011939193,184962,1500,0.0,188028
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta59_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_3a_alloc1_MinDis.dzn,SATISFIED,1200.5327931884676,3,3057,MinDis_dcmp,0.137,1199.225,minimize,0.775834,4553097,1.05,3,856,6870,856,0.0,0.94,800,2300,3000,1498049,1498049,6054105,239111328,761,3821,0,3055,1550,-1362077080,181509,1500,0.0,184568
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn,SATISFIED,1201.438355507329,24,8148,MinDis_dcmp,0.377,1198.108,minimize,1.91608,1208477,461.045,24,1027,18266,1027,0.0,2.11,2100,6100,8000,53069,53069,1311230,353622182,2018,10183,0,8146,4100,1706351775,1168353,4000,0.0,1176503
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_3a_alloc1_MinDis.dzn,SATISFIED,1200.5270470157266,5,1841,MinDis_dcmp,0.082,1199.479,minimize,0.519897,1981287,786.94,5,898,4134,898,0.0,0.63,480,1380,1800,998644,998644,2982402,477785303,454,2309,0,1839,930,-591884699,185114,900,0.0,186957
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_5a_alloc1_MinDis.dzn,SATISFIED,1201.2885272167623,35,8112,MinDis_dcmp,0.381,1198.125,minimize,1.89455,1952323,991.393,35,616,18230,616,0.0,2.11,2100,6100,8000,81942,81942,2106041,423355824,2019,10129,0,8110,4100,-627433357,1073837,4000,0.0,1081951
Chuffed Dcmp,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,SATISFIED,1201.5750031434,67,8127,MinDis_dcmp,0.388,1198.096,minimize,1.93094,1571368,1023.125,67,298,18245,298,0.0,4.75,2100,6100,8000,60051,60051,1767199,268833364,2019,10154,0,8125,4100,-502079470,1561989,4000,0.0,1570118
