configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_8a_alloc1_MinDis.dzn,SATISFIED,1200.6504715476185,,,MinDis,,,minimize,1.88457,,,52,,18210,209,,,2100,6100,8000,,,,,,,0,8090,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_10a_alloc1_MinDis.dzn,SATISFIED,1200.675101807341,,,MinDis,,,minimize,1.89372,,,74,,18217,1824,,,2100,6100,8000,,,,,,,0,8097,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1201.2424755059183,52,8087,MinDis,0.396,1198.062,minimize,1.94228,2623782,929.456,52,973,18205,973,0.0,2.11,2100,6100,8000,114750,114750,2844811,657190649,2020,10090,0,8085,4100,-907135767,1077620,4000,0.0,1085709
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_3a_alloc1_MinDis.dzn,SATISFIED,1200.4166048076004,,,MinDis,,,minimize,0.665073,,,7,,5477,338,,,630,1830,2400,,,,,,,0,2427,1230,,,1200,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn,SATISFIED,1200.8624833226204,29,4040,MinDis,0.186,1198.983,minimize,1.01831,2697240,1086.242,29,933,9108,933,0.0,0.94,1050,3050,4000,1034716,1034716,3762148,334059307,1017,5046,0,4038,2050,818524515,374782,2000,0.0,378824
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_5a_alloc1_MinDis.dzn,SATISFIED,1200.627752237022,7,3051,MinDis,0.138,1199.222,minimize,0.781051,3559512,0.761,7,967,6864,967,0.0,0.63,800,2300,3000,1398414,1398414,4963915,311459896,765,3813,0,3049,1550,-745365122,193684,1500,0.0,196737
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.4586971271783,,,MinDis,,,minimize,0.771699,,,18,,6864,1,,,800,2300,3000,,,,,,,0,3049,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.6404198873788,18,3050,MinDis,0.139,1199.239,minimize,0.764804,2633557,99.714,18,1,6864,1,0.0,0.94,800,2300,3000,893147,893147,3541013,311925304,763,3813,0,3049,1550,-811970104,318265,1500,0.0,321317
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.4421739075333,,,MinDis,,,minimize,0.515081,,,3,,4127,457,,,480,1380,1800,,,,,,,0,1832,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_6a_alloc1_MinDis.dzn,SATISFIED,1201.2302681580186,63,8087,MinDis,0.383,1198.078,minimize,1.92373,2688723,1058.367999,63,742,18206,742,0.0,2.11,2100,6100,8000,121834,121834,2939045,422631269,2022,10092,0,8086,4100,-1100893050,1143322,4000,0.0,1151411
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_3a_alloc1_MinDis.dzn,SATISFIED,1200.705762732774,32,4047,MinDis,0.186,1198.991,minimize,1.00798,11740316,1153.867,32,3,9115,3,0.0,0.94,1050,3050,4000,550739,550739,12323950,1024714831,1010,5060,0,4045,2050,-253866374,269171,2000,0.0,273220
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn,SATISFIED,1200.5629036575556,10,2432,MinDis,0.111,1199.355,minimize,0.650178,4614763,685.708,10,33,5480,33,0.0,0.63,630,1830,2400,297107,297107,4917602,608935018,604,3050,0,2430,1230,1474888611,277633,1200,0.0,280067
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_4a_alloc1_MinDis.dzn,SATISFIED,1200.4479998219758,,,MinDis,,,minimize,0.770796,,,26,,6862,81,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_4a_alloc1_MinDis.dzn,SATISFIED,1200.7614707369357,16,4038,MinDis,0.186,1198.995,minimize,1.0082,1457409,777.341,16,218,9107,218,0.0,1.41,1050,3050,4000,553293,553293,2027716,314805668,1018,5044,0,4037,2050,-2054813209,374310,2000,0.0,378350
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta51_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_3a_alloc1_MinDis.dzn,SATISFIED,1200.6015133298934,8,3051,MinDis,0.139,1199.196,minimize,0.802245,4388034,1.024,8,1425,6864,1425,0.0,0.94,800,2300,3000,1229048,1229048,5623836,217855617,763,3813,0,3049,1550,1992121334,207714,1500,0.0,210767
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,369.96625406853855,14,2432,MinDis,0.114,368.698,minimize,0.650871,1233842,160.538,14,39,5481,39,0.0,0.63,630,1830,2400,104400,104400,1345062,226642497,603,3052,0,2431,1230,1772019959,274327,1200,0.0,276761
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta46_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta46_3a_alloc1_MinDis.dzn,SATISFIED,1200.42433071509,,,MinDis,,,minimize,0.651583,,,6,,5481,341,,,630,1830,2400,,,,,,,0,2431,1230,,,1200,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta58_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta58_5a_alloc1_MinDis.dzn,SATISFIED,1200.444251395762,,,MinDis,,,minimize,0.776579,,,16,,6869,442,,,800,2300,3000,,,,,,,0,3054,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta79_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_8a_alloc1_MinDis.dzn,SATISFIED,1200.6504365000874,,,MinDis,,,minimize,1.87777,,,40,,18207,239,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta53_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_4a_alloc1_MinDis.dzn,SATISFIED,1200.5824999194592,2,3049,MinDis,0.139,1199.225,minimize,0.77349,2621447,5.225,2,1538,6863,1538,0.0,0.94,800,2300,3000,1245516,1245516,3869174,298538042,766,3811,0,3048,1550,-1633246334,178699,1500,0.0,181750
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta73_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_7a_alloc1_MinDis.dzn,SATISFIED,1200.6883762739599,,,MinDis,,,minimize,1.89907,,,182,,18210,137,,,2100,6100,8000,,,,,,,0,8090,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta78_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta78_10a_alloc1_MinDis.dzn,SATISFIED,1201.1752151306719,14,8092,MinDis,0.378,1198.12,minimize,1.88403,4534090,509.739,14,1028,18210,1028,0.0,2.11,2100,6100,8000,201972,201972,4765638,896662647,2020,10100,0,8090,4100,-1902667693,682230,4000,0.0,690324
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta68_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_4a_alloc1_MinDis.dzn,SATISFIED,1200.8010375611484,26,4045,MinDis,0.188,1198.985,minimize,1.02047,1682097,650.64,26,1091,9114,1091,0.0,1.41,1050,3050,4000,551435,551435,2260591,350576889,1014,5058,0,4044,2050,1717994111,404942,2000,0.0,408989
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta49_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_3a_alloc1_MinDis.dzn,SATISFIED,1200.4317650143057,,,MinDis,,,minimize,0.654503,,,11,,5479,37,,,630,1830,2400,,,,,,,0,2429,1230,,,1200,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta65_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_4a_alloc1_MinDis.dzn,SATISFIED,1200.737238381058,51,4046,MinDis,0.193,1198.949,minimize,1.05604,5365666,732.821,51,1,9115,1,0.0,0.94,1050,3050,4000,267954,267954,5685450,538430616,1014,5060,0,4045,2050,1556306438,388939,2000,0.0,392987
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta70_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta70_4a_alloc1_MinDis.dzn,SATISFIED,1200.5544983576983,,,MinDis,,,minimize,1.007919,,,22,,9113,211,,,1050,3050,4000,,,,,,,0,4043,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_8a_alloc1_MinDis.dzn,SATISFIED,1201.1635054834187,23,8090,MinDis,0.383,1198.077,minimize,1.93406,3135099,322.256,23,1034,18208,1034,0.0,2.11,2100,6100,8000,135687,135687,3318451,864620383,2018,10096,0,8088,4100,1187221661,815363,4000,0.0,823455
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta69_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_5a_alloc1_MinDis.dzn,SATISFIED,1200.4962197206914,,,MinDis,,,minimize,1.015239,,,26,,9119,254,,,1050,3050,4000,,,,,,,0,4049,2050,,,2000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_6a_alloc1_MinDis.dzn,SATISFIED,1201.1813320666552,21,8085,MinDis,0.377,1198.15,minimize,1.86395,3649052,553.626,21,722,18203,722,0.0,2.11,2100,6100,8000,168196,168196,3860911,858960000,2018,10086,0,8083,4100,343868994,746553,4000,0.0,754640
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_8a_alloc1_MinDis.dzn,SATISFIED,1201.17125884071,14,8088,MinDis,0.385,1198.11,minimize,1.89018,3760538,683.406,14,1091,18206,1091,0.0,2.11,2100,6100,8000,167843,167843,3957889,988850779,2019,10092,0,8086,4100,-282788682,702317,4000,0.0,710407
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta76_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_5a_alloc1_MinDis.dzn,SATISFIED,1201.1826369594783,45,8085,MinDis,0.386,1198.102,minimize,1.90205,3110747,1183.128,45,332,18203,332,0.0,2.11,2100,6100,8000,136944,136944,3339917,742078908,2020,10086,0,8083,4100,1643783800,896843,4000,0.0,904930
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_10a_alloc1_MinDis.dzn,SATISFIED,1200.6712137944996,,,MinDis,,,minimize,1.89175,,,54,,18210,1176,,,2100,6100,8000,,,,,,,0,8090,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,SATISFIED,1201.4346969276667,95,8089,MinDis,0.389,1198.112,minimize,1.90094,2596255,1046.27,95,350,18208,350,0.0,2.11,2100,6100,8000,124200,124200,2913340,432404930,2019,10096,0,8088,4100,1094458053,1239191,4000,0.0,1247282
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,501.98503167741,120,8086,MinDis,0.382,498.336,minimize,1.9095,1396801,498.249,120,0,18205,0,0.0,2.11,2100,6100,8000,45936,45936,1688919,229691332,2018,10090,0,8085,4100,1772023762,1602793,4000,0.0,1610881
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_4a_alloc1_MinDis.dzn,UNKNOWN,1200.5941543709487,0,3048,MinDis,0.14,1199.221,minimize,0.776164,4468674,0.0,0,-1,6862,,0.0,0.94,800,2300,3000,945781,945781,5415114,230726220,754,3809,0,3047,1550,451640244,179149,1500,0.0,182199
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta54_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_5a_alloc1_MinDis.dzn,SATISFIED,1200.5294811278582,44,3053,MinDis,0.139,1199.215,minimize,0.78389,9216453,1012.278,44,1061,6866,1061,0.0,0.63,800,2300,3000,614856,614856,9865178,846623774,761,3817,0,3051,1550,-570286475,237502,1500,0.0,240557
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,198.20007355697453,5,2429,MinDis,0.114,196.949,minimize,0.665197,517902,196.827,5,0,5478,0,0.0,0.94,630,1830,2400,141580,141580,662449,96160983,610,3046,0,2428,1230,1772022465,241121,1200,0.0,243552
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_7a_alloc1_MinDis.dzn,SATISFIED,1201.1965788509697,43,8095,MinDis,0.386,1198.085,minimize,1.9147,2426200,1114.68,43,428,18214,428,0.0,2.11,2100,6100,8000,113033,113033,2627243,529311769,2020,10108,0,8094,4100,-1338807007,988000,4000,0.0,996097
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,544.6090109553188,2,1831,MinDis,0.083,543.612,minimize,0.510831,1036619,543.502,2,0,4125,0,0.0,0.63,480,1380,1800,446633,446633,1484141,228126689,454,2295,0,1830,930,-677155618,177554,900,0.0,179387
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta64_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_3a_alloc1_MinDis.dzn,SATISFIED,1200.7473725769669,15,4037,MinDis,0.183,1198.989,minimize,1.00837,3118444,741.783,15,229,9106,229,0.0,0.94,1050,3050,4000,920485,920485,4054950,286651765,1016,5042,0,4036,2050,-1651238343,345995,2000,0.0,350034
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_5a_alloc1_MinDis.dzn,SATISFIED,1201.344521785155,67,8093,MinDis,0.393,1198.069,minimize,1.93772,2830272,605.457,67,756,18212,756,0.0,2.11,2100,6100,8000,130457,130457,3097179,456402612,2019,10104,0,8092,4100,827988847,1094365,4000,0.0,1102460
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_8a_alloc1_MinDis.dzn,SATISFIED,1201.236080357805,25,8091,MinDis,0.378,1198.132,minimize,1.87893,2309719,1082.931,25,361,18210,361,0.0,2.11,2100,6100,8000,106518,106518,2467942,665397915,2017,10100,0,8090,4100,448569877,839247,4000,0.0,847340
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta52_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_3a_alloc1_MinDis.dzn,UNKNOWN,1200.441338736564,,,MinDis,,,minimize,0.772501,,,0,,6861,,,,800,2300,3000,,,,,,,0,3046,1550,,,1500,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn,SATISFIED,1200.4018658995628,,,MinDis,,,minimize,0.514877,,,3,,4126,299,,,480,1380,1800,,,,,,,0,1831,930,,,900,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta67_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_4a_alloc1_MinDis.dzn,SATISFIED,1200.7191611174494,23,4047,MinDis,0.187,1198.982,minimize,1.01589,6293005,941.376,23,13,9116,13,0.0,0.94,1050,3050,4000,351706,351706,6668017,742478336,1012,5062,0,4046,2050,-1956727757,355430,2000,0.0,359479
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.6627974435687,27,3054,MinDis,0.136,1199.228,minimize,0.770581,5464432,824.075,27,1236,6867,1236,0.0,0.94,800,2300,3000,1126435,1126435,6611997,257918654,765,3819,0,3052,1550,930847950,288366,1500,0.0,291422
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta42_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta42_3a_alloc1_MinDis.dzn,SATISFIED,1200.5712331272662,2,2433,MinDis,0.113,1199.325,minimize,0.682195,2789268,614.808,2,657,5481,657,0.0,0.94,630,1830,2400,452004,452004,3242696,550516065,604,3052,0,2431,1230,834608193,262286,1200,0.0,264721
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn,SATISFIED,1200.6368969958276,,,MinDis,,,minimize,1.87273,,,309,,18209,55,,,2100,6100,8000,,,,,,,0,8089,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,1085.4193165265024,144,8094,MinDis,0.393,1081.837,minimize,1.87951,3360415,1047.479,144,2,18213,2,0.0,2.11,2100,6100,8000,107571,107571,3759401,329897450,2019,10106,0,8093,4100,1772016959,1621124,4000,0.0,1629220
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_10a_alloc1_MinDis.dzn,SATISFIED,1201.157680356875,17,8095,MinDis,0.38,1198.153,minimize,1.85577,3990473,961.882,17,1158,18213,1158,0.0,2.11,2100,6100,8000,188458,188458,4214549,980755636,2017,10106,0,8093,4100,569422880,677743,4000,0.0,685840
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.7035108357668,27,3053,MinDis,0.141,1199.226,minimize,0.771452,5457576,829.586,27,1236,6867,1236,0.0,0.94,800,2300,3000,1104458,1104458,6583168,255967902,766,3819,0,3052,1550,186975824,286778,1500,0.0,289833
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta50_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta50_2a_alloc1_MinDis.dzn,SATISFIED,1200.5396905131638,14,2433,MinDis,0.109,1199.358,minimize,0.64118,4725127,683.296,14,39,5481,39,0.0,0.63,630,1830,2400,291263,291263,5023593,701272333,604,3052,0,2431,1230,696582497,274668,1200,0.0,277103
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_6a_alloc1_MinDis.dzn,SATISFIED,1201.296407148242,25,8088,MinDis,0.374,1198.111,minimize,1.90204,2955515,75.526,25,790,18206,790,0.0,2.11,2100,6100,8000,128565,128565,3135784,830085675,2018,10092,0,8086,4100,-1336862988,834858,4000,0.0,842948
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta55_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta55_4a_alloc1_MinDis.dzn,SATISFIED,1200.5124769229442,20,3049,MinDis,0.136,1199.237,minimize,0.761878,12836050,103.888,20,227,6862,227,0.0,0.42,800,2300,3000,849295,849295,13701014,908155375,762,3809,0,3047,1550,1812005238,167697,1500,0.0,170748
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,246.0314439125359,5,2430,MinDis,0.107,244.884,minimize,0.637984,655983,244.812,5,0,5478,0,0.0,0.94,630,1830,2400,150658,150658,809648,117891499,610,3046,0,2428,1230,863628383,243965,1200,0.0,246397
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_6a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,420.1679616868496,94,8087,MinDis,0.375,416.694,minimize,1.88583,1853426,346.771,94,20,18206,20,0.0,2.11,2100,6100,8000,51180,51180,2094928,215747671,2018,10092,0,8086,4100,1772018114,1491711,4000,0.0,1499800
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta31_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_3a_alloc1_MinDis.dzn,SATISFIED,1200.5140693318099,2,1829,MinDis,0.084,1199.488,minimize,0.510287,2522554,770.702,2,793,4123,793,0.0,0.63,480,1380,1800,983771,983771,3507567,424856649,460,2291,0,1828,930,1587512410,187735,900,0.0,189566
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_8a_alloc1_MinDis.dzn,SATISFIED,1200.682883741334,,,MinDis,,,minimize,1.89117,,,133,,18206,71,,,2100,6100,8000,,,,,,,0,8086,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_9a_alloc1_MinDis.dzn,SATISFIED,1200.6681265830994,,,MinDis,,,minimize,1.87883,,,117,,18206,513,,,2100,6100,8000,,,,,,,0,8086,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn,SATISFIED,1201.147250154987,38,8093,MinDis,0.371,1198.166,minimize,1.83376,2807994,241.113,38,1516,18211,1516,0.0,2.11,2100,6100,8000,131828,131828,3017689,715489359,2016,10102,0,8091,4100,-1371390167,928301,4000,0.0,936396
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta71_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_10a_alloc1_MinDis.dzn,SATISFIED,1200.6641137078404,,,MinDis,,,minimize,1.88616,,,45,,18213,492,,,2100,6100,8000,,,,,,,0,8093,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta77_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_6a_alloc1_MinDis.dzn,SATISFIED,1201.1095753181726,31,8095,MinDis,0.393,1198.078,minimize,1.9208,3091464,698.867,31,497,18213,497,0.0,2.11,2100,6100,8000,140628,140628,3295921,787844887,2019,10106,0,8093,4100,1480212265,780363,4000,0.0,788460
Chuffed BBval,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1201.1784952078015,11,8090,MinDis,0.38,1198.085,minimize,1.91524,3980259,1194.081,11,968,18208,968,0.0,2.11,2100,6100,8000,178415,178415,4182136,1052739042,2019,10096,0,8088,4100,-866548232,680453,4000,0.0,688545
Chuffed Prop,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_9a_alloc1_MinDis.dzn,SATISFIED,1200.65110443905,,,MinDis,,,minimize,1.84561,,,111,,18211,339,,,2100,6100,8000,,,,,,,0,8091,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1201.3292962554842,93,8088,MinDis,0.38,1198.129,minimize,1.8951,2211738,1175.653,93,318,18207,318,0.0,2.11,2100,6100,8000,101048,101048,2501737,420449327,2020,10094,0,8087,4100,190997435,1362741,4000,0.0,1370831
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_6a_alloc1_MinDis.dzn,SATISFIED,1201.3139743059874,47,8089,MinDis,0.38,1198.085,minimize,1.92441,2520524,933.034,47,873,18208,873,0.0,2.11,2100,6100,8000,119566,119566,2736022,564672335,2017,10096,0,8088,4100,-1094599822,1042159,4000,0.0,1050250
Chuffed BB,jobshop,jobshop/jobshop_gini.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1201.3091873675585,63,8090,MinDis,0.38,1198.107,minimize,1.89381,2113326,1172.458,63,496,18209,496,0.0,2.11,2100,6100,8000,97006,97006,2338644,586811138,2018,10098,0,8089,4100,1425384716,1166968,4000,0.0,1175060
