configuration,problem,model,data_file,status,time,restarts,intVars,run,initTime,solveTime,method,flatTime,backjumps,optTime,nSolutions,solver_objective,flatIntConstraints,objective,baseMem,trailMem,eliminatedImplications,flatBoolVars,flatBoolConstraints,failures,nogoods,nodes,propagations,peakDepth,propagators,paths,flatIntVars,evaluatedHalfReifiedConstraints,randomSeed,boolVariables,evaluatedReifiedConstraints,peakMem,variables
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_10a_alloc1_MinDis.dzn,SATISFIED,1201.084158476442,9,8088,MinDis,0.376,1198.159,minimize,1.84191,2716831,11.742,9,378345,18210,378345,0.0,2.11,2100,6100,8000,124330,124330,2860624,823359408,2019,10094,0,8087,4100,1190519617,601616,4000,0.0,609706
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta67_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta67_5a_alloc1_MinDis.dzn,SATISFIED,1200.662487912923,3,4048,MinDis,0.181,1199.045,minimize,0.955597,1403856,0.796,3,723871,9120,723871,0.0,0.94,1050,3050,4000,469399,469399,1877129,315212080,1010,5064,0,4047,2050,-621033039,288241,2000,0.0,292291
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_9a_alloc1_MinDis.dzn,SATISFIED,1201.286353358999,25,8090,MinDis,0.389,1198.052,minimize,1.95699,2375500,1112.83,25,780165,18212,780165,0.0,2.11,2100,6100,8000,104419,104419,2531662,750103184,2019,10098,0,8089,4100,791076643,890556,4000,0.0,898648
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_4a_alloc1_MinDis.dzn,SATISFIED,1200.4456126615405,,,MinDis,,,minimize,0.735907,,,12,,6868,49522,,,800,2300,3000,,,,,,,0,3050,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_2a_alloc1_MinDis.dzn,SATISFIED,1200.500800134614,2,1828,MinDis,0.082,1199.511,minimize,0.491193,1600284,84.216,2,1042441,4125,1042441,0.0,0.63,480,1380,1800,807574,807574,2409081,431686280,458,2289,0,1827,930,1603034756,185435,900,0.0,187265
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_2a_alloc1_MinDis.dzn,SATISFIED,1200.5485267080367,3,1832,MinDis,0.088,1199.505,minimize,0.495468,2744568,256.672,3,59536,4129,59536,0.0,0.63,480,1380,1800,1064614,1064614,3810889,426375699,462,2297,0,1831,930,-1620875301,164883,900,0.0,166717
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta64_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta64_5a_alloc1_MinDis.dzn,SATISFIED,1201.0683327075094,36,4039,MinDis,0.184,1199.006,minimize,0.992862,10691524,1118.823,36,22377,9111,22377,0.0,0.94,1050,3050,4000,548463,548463,11277082,940423046,1016,5046,0,4038,2050,876664629,349465,2000,0.0,353506
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta65_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta65_3a_alloc1_MinDis.dzn,SATISFIED,1200.717664565891,2,4045,MinDis,0.187,1198.932,minimize,1.06795,1772517,6.831,2,494776,9117,494776,0.0,1.41,1050,3050,4000,825256,825256,2600635,316285640,1014,5058,0,4044,2050,-1512297921,284246,2000,0.0,288293
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_9a_alloc1_MinDis.dzn,SATISFIED,1201.299002705142,75,8087,MinDis,0.381,1197.961,minimize,2.05554,1929665,1193.352,75,593994,18209,593994,0.0,2.11,2100,6100,8000,88263,88263,2170574,565995306,2019,10092,0,8086,4100,1951398207,1246745,4000,0.0,1254834
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta40_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta40_2a_alloc1_MinDis.dzn,UNKNOWN,1200.5134727004915,0,1828,MinDis,0.081,1199.502,minimize,0.49529,2330606,0.0,0,-1,4125,,0.0,0.63,480,1380,1800,1021220,1021220,3352130,439689343,454,2289,0,1827,930,-490741414,183838,900,0.0,185668
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_10a_alloc1_MinDis.dzn,SATISFIED,1201.1706576254219,31,8089,MinDis,0.396,1198.159,minimize,1.84123,2400188,1130.713,31,218072,18211,218072,0.0,2.11,2100,6100,8000,107986,107986,2571989,653429648,2020,10096,0,8088,4100,-1671374829,1027712,4000,0.0,1035803
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_9a_alloc1_MinDis.dzn,SATISFIED,1201.204669462517,57,8097,MinDis,0.376,1198.123,minimize,1.88177,2610605,846.338,57,132588,18219,132588,0.0,2.11,2100,6100,8000,121245,121245,2848104,487397097,2020,10112,0,8096,4100,-992115898,1075551,4000,0.0,1083650
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_4a_alloc1_MinDis.dzn,SATISFIED,1200.563730692491,57,3052,MinDis,0.137,1199.239,minimize,0.75931,5520608,736.733,57,3334,6869,3334,0.0,0.94,800,2300,3000,530907,530907,6095354,556928558,765,3817,0,3051,1550,1855995741,315204,1500,0.0,318258
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_5a_alloc1_MinDis.dzn,SATISFIED,1200.6089002359658,21,3048,MinDis,0.141,1199.242,minimize,0.75745,4387089,20.929,21,1511,6865,1511,0.0,0.94,800,2300,3000,1612259,1612259,6016031,287279476,764,3809,0,3047,1550,-584123548,255274,1500,0.0,258324
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_6a_alloc1_MinDis.dzn,SATISFIED,1201.1527331285179,43,8085,MinDis,0.392,1198.087,minimize,1.91481,2797936,1038.228,43,816228,18207,816228,0.0,2.11,2100,6100,8000,122945,122945,3008933,765425913,2019,10088,0,8084,4100,-1753036951,1038969,4000,0.0,1047056
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_7a_alloc1_MinDis.dzn,SATISFIED,1201.1633663065732,22,8090,MinDis,0.374,1198.14,minimize,1.85789,3407351,925.538,22,1081235,18212,1081235,0.0,2.11,2100,6100,8000,160051,160051,3613035,903000095,2016,10098,0,8089,4100,1473497756,763287,4000,0.0,771379
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_9a_alloc1_MinDis.dzn,SATISFIED,1201.1320732831955,32,8089,MinDis,0.393,1198.085,minimize,1.91564,3369266,1151.242,32,344935,18211,344935,0.0,2.11,2100,6100,8000,150814,150814,3585957,829457287,2019,10096,0,8088,4100,2098193427,900014,4000,0.0,908105
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_7a_alloc1_MinDis.dzn,SATISFIED,1200.6720301769674,,,MinDis,,,minimize,1.87821,,,322,,18210,249,,,2100,6100,8000,,,,,,,0,8087,4100,,,4000,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta60_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta60_5a_alloc1_MinDis.dzn,SATISFIED,1200.3999480362982,,,MinDis,,,minimize,0.730351,,,26,,6870,415374,,,800,2300,3000,,,,,,,0,3052,1550,,,1500,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,527.5117073934525,2,1831,MinDis,0.083,526.441,minimize,0.489484,1036619,526.325,2,0,4128,0,0.0,0.63,480,1380,1800,446633,446633,1484141,228126698,454,2295,0,1830,930,570691123,177557,900,0.0,179390
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta49_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta49_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,247.83538936078548,6,2429,MinDis,0.115,246.671,minimize,0.623199,605013,246.593,6,0,5481,0,0.0,0.94,630,1830,2400,154994,154994,763537,113165652,611,3046,0,2428,1230,-841976394,242644,1200,0.0,245075
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_5a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,896.9679029881954,138,8088,MinDis,0.376,893.376,minimize,1.84172,2265825,893.267,138,0,18210,0,0.0,3.16,2100,6100,8000,87237,87237,2627647,411064708,2017,10094,0,8087,4100,1771999366,1672904,4000,0.0,1680994
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_9a_alloc1_MinDis.dzn,SATISFIED,1201.5456394143403,22,8088,MinDis,0.407,1198.147,minimize,1.85204,3708399,913.905,22,374934,18210,374934,0.0,2.11,2100,6100,8000,167049,167049,3921102,986467440,2019,10094,0,8087,4100,-492295774,839923,4000,0.0,848013
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_5a_alloc1_MinDis.dzn,SATISFIED,1200.8566038589925,35,4047,MinDis,0.189,1198.983,minimize,1.0155,2748547,172.752,35,77512,9119,77512,0.0,1.41,1050,3050,4000,693143,693143,3477919,262650589,1014,5062,0,4046,2050,-418794139,392179,2000,0.0,396228
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_7a_alloc1_MinDis.dzn,SATISFIED,1201.2036892008036,14,8091,MinDis,0.397,1198.179,minimize,1.81946,2848604,889.026,14,1514729,18213,1514729,0.0,2.11,2100,6100,8000,133740,133740,3011917,920272477,2018,10100,0,8090,4100,283557534,630054,4000,0.0,638147
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta31_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta31_2a_alloc1_MinDis.dzn,SATISFIED,1200.496617494151,1,1828,MinDis,0.083,1199.496,minimize,0.501911,2197352,161.18,1,414736,4125,414736,0.0,0.63,480,1380,1800,950652,950652,3148762,452686543,454,2289,0,1827,930,-1963366450,187147,900,0.0,188977
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_3a_alloc1_MinDis.dzn,SATISFIED,1200.619018882513,8,2428,MinDis,0.115,1199.386,minimize,0.613752,19679220,1092.07,8,48074,5480,48074,0.0,4.75,630,1830,2400,515767,515767,20275167,584181331,604,3044,0,2427,1230,331080639,348908,1200,0.0,351338
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta44_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta44_3a_alloc1_MinDis.dzn,SATISFIED,1200.5120326895267,,,MinDis,,,minimize,0.653307,,,1,,5483,178396,,,630,1830,2400,,,,,,,0,2430,1230,,,1200,,
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn,SATISFIED,1200.4540592562407,,,MinDis,,,minimize,0.771913,,,42,,6869,5,,,800,2300,3000,,,,,,,0,3051,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,SATISFIED,1201.1509625744075,16,8089,MinDis,0.382,1198.108,minimize,1.89655,3940998,206.237,16,1605752,18211,1605752,0.0,2.11,2100,6100,8000,184604,184604,4159203,975728663,2017,10096,0,8088,4100,-1705177858,629985,4000,0.0,638076
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta75_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta75_8a_alloc1_MinDis.dzn,SATISFIED,1201.3474055994302,80,8086,MinDis,0.375,1198.099,minimize,1.90846,2044126,829.886,80,1098199,18208,1098199,0.0,2.11,2100,6100,8000,95097,95097,2301874,436770396,2019,10090,0,8085,4100,454075886,1305901,4000,0.0,1313989
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta53_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta53_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,5.202483205124736,12,3048,MinDis,0.141,3.865,minimize,0.771754,123693,3.858,12,0,6865,0,0.0,0.63,800,2300,3000,1114,1114,133888,4017898,764,3809,0,3047,1550,1771998536,170393,1500,0.0,173443
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta72_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta72_10a_alloc1_MinDis.dzn,SATISFIED,1200.6306355092674,,,MinDis,,,minimize,1.90805,,,32,,18213,1273085,,,2100,6100,8000,,,,,,,0,8090,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta68_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta68_3a_alloc1_MinDis.dzn,SATISFIED,1200.7353618424386,20,4044,MinDis,0.185,1198.95,minimize,1.04914,1988461,50.819,20,34022,9116,34022,0.0,1.41,1050,3050,4000,608069,608069,2617530,320064008,1013,5056,0,4043,2050,1344529771,355054,2000,0.0,359100
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_7a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_7a_alloc1_MinDis.dzn,SATISFIED,1201.1854775678366,31,8086,MinDis,0.387,1198.064,minimize,1.93899,2902171,1014.749,31,752096,18208,752096,0.0,2.11,2100,6100,8000,128432,128432,3094384,793747850,2019,10090,0,8085,4100,-423389249,931852,4000,0.0,939940
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta45_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta45_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,69.13206011429429,10,2427,MinDis,0.118,68.014,minimize,0.610437,252403,67.951,10,0,5479,0,0.0,0.63,630,1830,2400,45808,45808,303972,35285044,612,3042,0,2426,1230,-1923361697,245689,1200,0.0,248118
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta80_10a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta80_10a_alloc1_MinDis.dzn,SATISFIED,1201.1406671386212,19,8093,MinDis,0.387,1198.103,minimize,1.89507,3571924,859.189,19,254748,18215,254748,0.0,2.11,2100,6100,8000,166721,166721,3778235,944994194,2016,10104,0,8092,4100,-510209101,737394,4000,0.0,745489
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta52_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta52_4a_alloc1_MinDis.dzn,UNKNOWN,1200.4432952906936,,,MinDis,,,minimize,0.771419,,,0,,6865,,,,800,2300,3000,,,,,,,0,3047,1550,,,1500,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta62_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta62_5a_alloc1_MinDis.dzn,SATISFIED,1200.7713970430195,3,4050,MinDis,0.187,1198.953,minimize,1.04616,1758730,15.893,3,5209937,9122,5209937,0.0,1.41,1050,3050,4000,636031,636031,2398599,343623231,1012,5068,0,4049,2050,543842320,369213,2000,0.0,373265
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,26.22808270342648,5,2430,MinDis,0.116,25.194,minimize,0.597654,119883,25.177,5,0,5482,0,0.0,0.63,630,1830,2400,13672,13672,136296,16120061,604,3048,0,2429,1230,-607907510,218565,1200,0.0,220997
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_5a_alloc1_MinDis.dzn,SATISFIED,1201.3570476789027,92,8089,MinDis,0.388,1198.126,minimize,1.88246,2879720,1138.924,92,248696,18211,248696,0.0,2.11,2100,6100,8000,138685,138685,3205291,463025970,2019,10096,0,8088,4100,-1010620289,1225981,4000,0.0,1234072
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta56_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta56_4a_alloc1_MinDis.dzn,SATISFIED,1200.552123490721,49,3047,MinDis,0.137,1199.266,minimize,0.733439,7887615,1175.274,49,911955,6864,911955,0.0,0.63,800,2300,3000,498572,498572,8423940,697074613,764,3807,0,3046,1550,84148255,316664,1500,0.0,319713
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta38_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta38_2a_alloc1_MinDis.dzn,SATISFIED,1200.4425684269518,1,1831,MinDis,0.08,1199.546,minimize,0.456662,1686177,456.79,1,144,4128,144,0.0,0.94,480,1380,1800,937119,937119,2624058,473544013,454,2295,0,1830,930,-1852481211,169710,900,0.0,171543
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta51_5a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta51_5a_alloc1_MinDis.dzn,SATISFIED,1200.6296477038413,42,3052,MinDis,0.142,1199.23,minimize,0.768492,5729356,61.493,42,5,6869,5,0.0,0.63,800,2300,3000,1425359,1425359,7187104,234166880,765,3817,0,3051,1550,261612187,267782,1500,0.0,270836
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta74_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta74_8a_alloc1_MinDis.dzn,SATISFIED,1200.770654702559,,,MinDis,,,minimize,1.84639,,,21,,18209,863450,,,2100,6100,8000,,,,,,,0,8086,4100,,,4000,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta54_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta54_3a_alloc1_MinDis.dzn,SATISFIED,1200.79777065292,24,3050,MinDis,0.144,1199.248,minimize,0.751355,7103963,1131.111,24,6,6867,6,0.0,0.63,800,2300,3000,478671,478671,7601302,797777598,763,3813,0,3049,1550,-297412571,306168,1500,0.0,309220
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn,SATISFIED,1200.5214718282223,11,2431,MinDis,0.108,1199.361,minimize,0.638875,4458270,674.244,11,405,5483,405,0.0,0.63,630,1830,2400,292635,292635,4757268,589021087,604,3050,0,2430,1230,949554253,278200,1200,0.0,280633
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta36_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta36_3a_alloc1_MinDis.dzn,UNKNOWN,1200.5052389726043,0,1833,MinDis,0.082,1199.513,minimize,0.484625,1874419,0.0,0,-1,4130,,0.0,0.63,480,1380,1800,896295,896295,2771037,413671793,454,2299,0,1832,930,829760971,192508,900,0.0,194343
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.717153251171,4,1833,MinDis,0.088,1199.511,minimize,0.485114,2418387,222.247,4,53734,4130,53734,0.0,0.63,480,1380,1800,980703,980703,3401241,405622967,461,2299,0,1832,930,-941183909,163661,900,0.0,165496
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta71_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta71_6a_alloc1_MinDis.dzn,SATISFIED,1201.1904897484928,26,8090,MinDis,0.39,1198.054,minimize,1.94824,3650991,901.335,26,2472700,18212,2472700,0.0,2.11,2100,6100,8000,170492,170492,3875250,907540463,2017,10098,0,8089,4100,1213408549,756803,4000,0.0,764895
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta37_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta37_3a_alloc1_MinDis.dzn,SATISFIED,1200.4781495872885,,,MinDis,,,minimize,0.489029,,,4,,4130,53734,,,480,1380,1800,,,,,,,0,1832,930,,,900,,
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta35_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta35_3a_alloc1_MinDis.dzn,UNKNOWN,1200.504326844588,0,1830,MinDis,0.081,1199.511,minimize,0.488505,2054301,0.0,0,-1,4127,,0.0,0.94,480,1380,1800,903254,903254,2957869,396892799,454,2293,0,1829,930,-760028745,204165,900,0.0,205997
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta77_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta77_9a_alloc1_MinDis.dzn,SATISFIED,1200.6521778870374,,,MinDis,,,minimize,1.91488,,,147,,18219,74959,,,2100,6100,8000,,,,,,,0,8096,4100,,,4000,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1201.3226261213422,139,8086,MinDis,0.397,1198.173,minimize,1.84442,2036746,967.497,139,92054,18208,92054,0.0,2.11,2100,6100,8000,95794,95794,2414660,384211208,2022,10090,0,8085,4100,-1681859259,1523014,4000,0.0,1531102
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta57_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta57_4a_alloc1_MinDis.dzn,SATISFIED,1200.5634730365127,5,3049,MinDis,0.141,1199.231,minimize,0.768807,9352934,0.806,5,1310504,6866,1310504,0.0,0.94,800,2300,3000,1629861,1629861,10987300,261857933,765,3811,0,3048,1550,629414451,180057,1500,0.0,183108
Chuffed Prop,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_3a_alloc1_MinDis.dzn,SATISFIED,1200.3831027112901,,,MinDis,,,minimize,0.665967,,,12,,5483,214,,,630,1830,2400,,,,,,,0,2430,1230,,,1200,,
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta39_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta39_3a_alloc1_MinDis.dzn,SATISFIED,1200.5379448849708,2,1829,MinDis,0.082,1199.515,minimize,0.495646,10740354,128.872999,2,81238,4126,81238,0.0,3.16,480,1380,1800,235211,235211,11034258,178742525,454,2291,0,1828,930,235531917,230634,900,0.0,232465
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta61_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta61_3a_alloc1_MinDis.dzn,SATISFIED,1200.791587524116,30,4044,MinDis,0.189,1198.982,minimize,1.01844,1956358,105.069,30,21532,9116,21532,0.0,1.41,1050,3050,4000,539175,539175,2526685,339543895,1015,5056,0,4043,2050,1391663509,404418,2000,0.0,408464
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta59_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta59_4a_alloc1_MinDis.dzn,SATISFIED,1200.5076786149293,15,3049,MinDis,0.135,1199.228,minimize,0.774334,10831740,729.782,15,606903,6866,606903,0.0,0.63,800,2300,3000,729488,729488,11573105,1020008499,763,3811,0,3048,1550,2068948758,204938,1500,0.0,207989
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta69_4a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta69_4a_alloc1_MinDis.dzn,SATISFIED,1200.7307667601854,34,4049,MinDis,0.19,1198.977,minimize,1.024189,7329140,561.213,34,16131,9121,16131,0.0,0.94,1050,3050,4000,408367,408367,7772508,820545749,1015,5066,0,4048,2050,-1355772156,383346,2000,0.0,387397
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta73_8a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta73_8a_alloc1_MinDis.dzn,SATISFIED,1201.0974404402077,36,8092,MinDis,0.386,1198.101,minimize,1.89955,3062203,655.632,36,1815879,18214,1815879,0.0,2.11,2100,6100,8000,132484,132484,3268670,780137415,2019,10102,0,8091,4100,-1691372285,829898,4000,0.0,837992
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn,SATISFIED,1201.181816380471,51,8088,MinDis,0.382,1198.117,minimize,1.88231,2350195,1042.479,51,1186334,18210,1186334,0.0,2.11,2100,6100,8000,105539,105539,2560105,613495787,2021,10094,0,8087,4100,-1542340441,1015113,4000,0.0,1023203
Chuffed BB,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta66_3a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta66_3a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,1106.253814008087,24,4045,MinDis,0.189,1104.485,minimize,1.01545,1817659,1104.371,24,0,9117,0,0.0,0.94,1050,3050,4000,714015,714015,2555920,278019047,1015,5058,0,4044,2050,1618770922,355156,2000,0.0,359203
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta76_9a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta76_9a_alloc1_MinDis.dzn,SATISFIED,1201.1513865385205,25,8088,MinDis,0.384,1198.122,minimize,1.88697,3568386,122.865,25,1476222,18210,1476222,0.0,2.11,2100,6100,8000,159045,159045,3779262,855329966,2020,10094,0,8087,4100,-905651358,733314,4000,0.0,741404
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta79_6a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta79_6a_alloc1_MinDis.dzn,SATISFIED,1201.3602093309164,51,8086,MinDis,0.409,1198.146,minimize,1.86542,2691588,903.201,51,1036269,18208,1036269,0.0,2.11,2100,6100,8000,117916,117916,2913780,673039080,2020,10090,0,8085,4100,875409831,1063882,4000,0.0,1071970
Chuffed BBval,jobshop,jobshop/jobshop.mzn,jobshop/dzn/ta48_2a_alloc1.dzn:jobshop/generated_bounds/MinDis/ta48_2a_alloc1_MinDis.dzn,OPTIMAL_SOLUTION,70.3689747247845,5,2430,MinDis,0.109,69.334,minimize,0.585798,396290,69.304,5,0,5482,0,0.0,0.63,630,1830,2400,22937,22937,421963,47734976,604,3048,0,2429,1230,-1571171339,228129,1200,0.0,230561
